,date,et0_fao_evapotranspiration_sum
488,1951-05-04 00:00:00+00:00,3.8577392
489,1951-05-05 00:00:00+00:00,4.1343207
490,1951-05-06 00:00:00+00:00,3.9306023
491,1951-05-07 00:00:00+00:00,3.6928809
492,1951-05-08 00:00:00+00:00,3.4954193
493,1951-05-09 00:00:00+00:00,1.4971781
494,1951-05-10 00:00:00+00:00,3.1321566
495,1951-05-11 00:00:00+00:00,3.3593209
496,1951-05-12 00:00:00+00:00,3.8842254
497,1951-05-13 00:00:00+00:00,4.154886
498,1951-05-14 00:00:00+00:00,4.769697
499,1951-05-15 00:00:00+00:00,4.5379353
500,1951-05-16 00:00:00+00:00,4.739624
501,1951-05-17 00:00:00+00:00,4.584766
502,1951-05-18 00:00:00+00:00,4.323814
503,1951-05-19 00:00:00+00:00,4.3133907
504,1951-05-20 00:00:00+00:00,4.308597
505,1951-05-21 00:00:00+00:00,4.4081254
506,1951-05-22 00:00:00+00:00,3.5187783
507,1951-05-23 00:00:00+00:00,3.258993
508,1951-05-24 00:00:00+00:00,2.5056756
509,1951-05-25 00:00:00+00:00,2.397868
510,1951-05-26 00:00:00+00:00,2.2390468
511,1951-05-27 00:00:00+00:00,3.3404193
512,1951-05-28 00:00:00+00:00,3.78456
513,1951-05-29 00:00:00+00:00,4.2542596
514,1951-05-30 00:00:00+00:00,4.577528
515,1951-05-31 00:00:00+00:00,4.4035487
516,1951-06-01 00:00:00+00:00,4.3490925
517,1951-06-02 00:00:00+00:00,4.7463408
518,1951-06-03 00:00:00+00:00,5.3964586
519,1951-06-04 00:00:00+00:00,5.4199324
520,1951-06-05 00:00:00+00:00,5.2105722
521,1951-06-06 00:00:00+00:00,4.8334084
522,1951-06-07 00:00:00+00:00,5.641007
523,1951-06-08 00:00:00+00:00,5.7053566
524,1951-06-09 00:00:00+00:00,5.8395467
525,1951-06-10 00:00:00+00:00,5.860934
526,1951-06-11 00:00:00+00:00,5.421244
527,1951-06-12 00:00:00+00:00,5.710809
528,1951-06-13 00:00:00+00:00,6.022409
529,1951-06-14 00:00:00+00:00,6.35332
530,1951-06-15 00:00:00+00:00,6.3320947
531,1951-06-16 00:00:00+00:00,6.4963565
532,1951-06-17 00:00:00+00:00,6.002357
533,1951-06-18 00:00:00+00:00,5.9995127
534,1951-06-19 00:00:00+00:00,6.2608414
535,1951-06-20 00:00:00+00:00,6.250459
536,1951-06-21 00:00:00+00:00,5.9190383
537,1951-06-22 00:00:00+00:00,5.401636
538,1951-06-23 00:00:00+00:00,5.9355264
539,1951-06-24 00:00:00+00:00,6.2287955
540,1951-06-25 00:00:00+00:00,6.068676
541,1951-06-26 00:00:00+00:00,6.329451
542,1951-06-27 00:00:00+00:00,6.3974776
543,1951-06-28 00:00:00+00:00,6.201688
544,1951-06-29 00:00:00+00:00,6.472897
545,1951-06-30 00:00:00+00:00,6.3603134
546,1951-07-01 00:00:00+00:00,6.427941
547,1951-07-02 00:00:00+00:00,6.1016994
548,1951-07-03 00:00:00+00:00,5.6326985
549,1951-07-04 00:00:00+00:00,5.0482693
550,1951-07-05 00:00:00+00:00,5.7839026
551,1951-07-06 00:00:00+00:00,6.237937
552,1951-07-07 00:00:00+00:00,6.967516
553,1951-07-08 00:00:00+00:00,7.0526066
554,1951-07-09 00:00:00+00:00,6.8736553
555,1951-07-10 00:00:00+00:00,6.55276
556,1951-07-11 00:00:00+00:00,6.485049
557,1951-07-12 00:00:00+00:00,6.321089
558,1951-07-13 00:00:00+00:00,6.6651745
